SMTSD	data	variable	value
Brain - Amygdala	med_diff_adj	IGBP1	0.0748945147679324
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	IGBP1	0.0530358989511007
Brain - Caudate (basal ganglia)	med_diff_adj	IGBP1	-0.118787120975305
Brain - Cerebellar Hemisphere	med_diff_adj	IGBP1	-0.0926114649681528
Brain - Cerebellum	med_diff_adj	IGBP1	0.0202601497832085
Brain - Cortex	med_diff_adj	IGBP1	-0.00253561941560002
Brain - Frontal Cortex (BA9)	med_diff_adj	IGBP1	-0.0107898144151921
Brain - Hippocampus	med_diff_adj	IGBP1	-0.0509675190048376
Brain - Hypothalamus	med_diff_adj	IGBP1	-0.0887327608639083
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	IGBP1	-0.025229997212155
Brain - Putamen (basal ganglia)	med_diff_adj	IGBP1	-0.0286504643351117
Brain - Spinal cord (cervical c-1)	med_diff_adj	IGBP1	-0.0294930054352668
Brain - Substantia nigra	med_diff_adj	IGBP1	-0.0660292799521959
Breast - Mammary Tissue	med_diff_adj	IGBP1	0.130909317699888
Cells - Cultured fibroblasts	med_diff_adj	IGBP1	-0.0215290236703514
Cells - EBV-transformed lymphocytes	med_diff_adj	IGBP1	-0.0612061206120611
Colon - Sigmoid	med_diff_adj	IGBP1	0.0177356266409473
Colon - Transverse	med_diff_adj	IGBP1	0.0093390804597702
Esophagus - Gastroesophageal Junction	med_diff_adj	IGBP1	0.0958914159941305
Esophagus - Mucosa	med_diff_adj	IGBP1	0.0623317631224764
Esophagus - Muscularis	med_diff_adj	IGBP1	0.0548868560423688
Heart - Atrial Appendage	med_diff_adj	IGBP1	-0.0247363134103465
Heart - Left Ventricle	med_diff_adj	IGBP1	0.0154306408439616
Kidney - Cortex	med_diff_adj	IGBP1	0.0413578771216831
Kidney - Medulla	med_diff_adj	IGBP1	-0.00259801606046307
Liver	med_diff_adj	IGBP1	0.125733445096396
Lung	med_diff_adj	IGBP1	0.0125348189415042
Minor Salivary Gland	med_diff_adj	IGBP1	0.0015438596491228
Muscle - Skeletal	med_diff_adj	IGBP1	0.0765795350059111
Nerve - Tibial	med_diff_adj	IGBP1	0.0132682438352735
Pancreas	med_diff_adj	IGBP1	-0.0118279569892474
Pituitary	med_diff_adj	IGBP1	0.121839470558289
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	IGBP1	0.0777587192681532
Skin - Sun Exposed (Lower leg)	med_diff_adj	IGBP1	0.0632030615794967
Small Intestine - Terminal Ileum	med_diff_adj	IGBP1	0.00727069351230419
Spleen	med_diff_adj	IGBP1	0.0104265402843602
Stomach	med_diff_adj	IGBP1	0.00670122645087876
Thyroid	med_diff_adj	IGBP1	-0.0571802706241814
Whole Blood	med_diff_adj	IGBP1	0.127865511971472
Adipose - Subcutaneous	male_med	IGBP1	90.86
Adipose - Visceral (Omentum)	male_med	IGBP1	75.03
Adrenal Gland	male_med	IGBP1	52.2
Artery - Aorta	male_med	IGBP1	78
Artery - Coronary	male_med	IGBP1	71.865
Artery - Tibial	male_med	IGBP1	99.015
Bladder	male_med	IGBP1	94.765
Brain - Amygdala	male_med	IGBP1	28.44
Brain - Anterior cingulate cortex (BA24)	male_med	IGBP1	33.845
Brain - Caudate (basal ganglia)	male_med	IGBP1	31.99
Brain - Cerebellar Hemisphere	male_med	IGBP1	78.5
Brain - Cerebellum	male_med	IGBP1	63.425
Brain - Cortex	male_med	IGBP1	41.41
Brain - Frontal Cortex (BA9)	male_med	IGBP1	46.34
Brain - Hippocampus	male_med	IGBP1	28.94
Brain - Hypothalamus	male_med	IGBP1	38.43
Brain - Nucleus accumbens (basal ganglia)	male_med	IGBP1	35.87
Brain - Putamen (basal ganglia)	male_med	IGBP1	25.305
Brain - Spinal cord (cervical c-1)	male_med	IGBP1	56.115
Brain - Substantia nigra	male_med	IGBP1	33.47
Breast - Mammary Tissue	male_med	IGBP1	80.17
Cells - Cultured fibroblasts	male_med	IGBP1	86.395
Cells - EBV-transformed lymphocytes	male_med	IGBP1	111.1
Colon - Sigmoid	male_med	IGBP1	93.315
Colon - Transverse	male_med	IGBP1	69.6
Esophagus - Gastroesophageal Junction	male_med	IGBP1	68.15
Esophagus - Mucosa	male_med	IGBP1	59.44
Esophagus - Muscularis	male_med	IGBP1	62.31
Heart - Atrial Appendage	male_med	IGBP1	39.82
Heart - Left Ventricle	male_med	IGBP1	31.755
Kidney - Cortex	male_med	IGBP1	41.83
Kidney - Medulla	male_med	IGBP1	42.34
Liver	male_med	IGBP1	11.93
Lung	male_med	IGBP1	64.62
Minor Salivary Gland	male_med	IGBP1	71.25
Muscle - Skeletal	male_med	IGBP1	76.13
Nerve - Tibial	male_med	IGBP1	79.89
Pancreas	male_med	IGBP1	74.4
Pituitary	male_med	IGBP1	58.93
Skin - Not Sun Exposed (Suprapubic)	male_med	IGBP1	87.45
Skin - Sun Exposed (Lower leg)	male_med	IGBP1	86.23
Small Intestine - Terminal Ileum	male_med	IGBP1	71.52
Spleen	male_med	IGBP1	63.3
Stomach	male_med	IGBP1	79.09
Thyroid	male_med	IGBP1	91.64
Whole Blood	male_med	IGBP1	39.26
Adipose - Subcutaneous	female_med	IGBP1	86.25
Adipose - Visceral (Omentum)	female_med	IGBP1	69.2
Adrenal Gland	female_med	IGBP1	53.59
Artery - Aorta	female_med	IGBP1	78.66
Artery - Coronary	female_med	IGBP1	74.755
Artery - Tibial	female_med	IGBP1	108.2
Bladder	female_med	IGBP1	106.4
Brain - Amygdala	female_med	IGBP1	30.57
Brain - Anterior cingulate cortex (BA24)	female_med	IGBP1	35.64
Brain - Caudate (basal ganglia)	female_med	IGBP1	28.19
Brain - Cerebellar Hemisphere	female_med	IGBP1	71.23
Brain - Cerebellum	female_med	IGBP1	64.71
Brain - Cortex	female_med	IGBP1	41.305
Brain - Frontal Cortex (BA9)	female_med	IGBP1	45.84
Brain - Hippocampus	female_med	IGBP1	27.465
Brain - Hypothalamus	female_med	IGBP1	35.02
Brain - Nucleus accumbens (basal ganglia)	female_med	IGBP1	34.965
Brain - Putamen (basal ganglia)	female_med	IGBP1	24.58
Brain - Spinal cord (cervical c-1)	female_med	IGBP1	54.46
Brain - Substantia nigra	female_med	IGBP1	31.26
Breast - Mammary Tissue	female_med	IGBP1	90.665
Cells - Cultured fibroblasts	female_med	IGBP1	84.535
Cells - EBV-transformed lymphocytes	female_med	IGBP1	104.3
Colon - Sigmoid	female_med	IGBP1	94.97
Colon - Transverse	female_med	IGBP1	70.25
Esophagus - Gastroesophageal Junction	female_med	IGBP1	74.685
Esophagus - Mucosa	female_med	IGBP1	63.145
Esophagus - Muscularis	female_med	IGBP1	65.73
Heart - Atrial Appendage	female_med	IGBP1	38.835
Heart - Left Ventricle	female_med	IGBP1	32.245
Kidney - Cortex	female_med	IGBP1	43.56
Kidney - Medulla	female_med	IGBP1	42.23
Liver	female_med	IGBP1	13.43
Lung	female_med	IGBP1	65.43
Minor Salivary Gland	female_med	IGBP1	71.36
Muscle - Skeletal	female_med	IGBP1	81.96
Nerve - Tibial	female_med	IGBP1	80.95
Pancreas	female_med	IGBP1	73.52
Pituitary	female_med	IGBP1	66.11
Skin - Not Sun Exposed (Suprapubic)	female_med	IGBP1	94.25
Skin - Sun Exposed (Lower leg)	female_med	IGBP1	91.68
Small Intestine - Terminal Ileum	female_med	IGBP1	72.04
Spleen	female_med	IGBP1	63.96
Stomach	female_med	IGBP1	79.62
Thyroid	female_med	IGBP1	86.4
Whole Blood	female_med	IGBP1	44.28
Adipose - Subcutaneous	med_diff_adj	DGAT2L6	-0.102919708029197
Breast - Mammary Tissue	med_diff_adj	DGAT2L6	0.195024686669199
Cells - EBV-transformed lymphocytes	med_diff_adj	DGAT2L6	0.050540765391015
Minor Salivary Gland	med_diff_adj	DGAT2L6	0.618102913825171
Nerve - Tibial	med_diff_adj	DGAT2L6	0.041178657743075
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	DGAT2L6	-0.611504424778761
Skin - Sun Exposed (Lower leg)	med_diff_adj	DGAT2L6	-0.457596371882086
Small Intestine - Terminal Ileum	med_diff_adj	DGAT2L6	-0.17667638483965
Thyroid	med_diff_adj	DGAT2L6	0.145846411383135
Adipose - Subcutaneous	male_med	DGAT2L6	0.0274
Adipose - Visceral (Omentum)	male_med	DGAT2L6	0
Adrenal Gland	male_med	DGAT2L6	0
Artery - Aorta	male_med	DGAT2L6	0
Artery - Coronary	male_med	DGAT2L6	0
Artery - Tibial	male_med	DGAT2L6	0
Bladder	male_med	DGAT2L6	0
Brain - Amygdala	male_med	DGAT2L6	0
Brain - Anterior cingulate cortex (BA24)	male_med	DGAT2L6	0
Brain - Caudate (basal ganglia)	male_med	DGAT2L6	0
Brain - Cerebellar Hemisphere	male_med	DGAT2L6	0
Brain - Cerebellum	male_med	DGAT2L6	0
Brain - Cortex	male_med	DGAT2L6	0
Brain - Frontal Cortex (BA9)	male_med	DGAT2L6	0
Brain - Hippocampus	male_med	DGAT2L6	0
Brain - Hypothalamus	male_med	DGAT2L6	0
Brain - Nucleus accumbens (basal ganglia)	male_med	DGAT2L6	0
Brain - Putamen (basal ganglia)	male_med	DGAT2L6	0
Brain - Spinal cord (cervical c-1)	male_med	DGAT2L6	0
Brain - Substantia nigra	male_med	DGAT2L6	0
Breast - Mammary Tissue	male_med	DGAT2L6	0.02633
Cells - Cultured fibroblasts	male_med	DGAT2L6	0
Cells - EBV-transformed lymphocytes	male_med	DGAT2L6	0.2404
Colon - Sigmoid	male_med	DGAT2L6	0
Colon - Transverse	male_med	DGAT2L6	0
Esophagus - Gastroesophageal Junction	male_med	DGAT2L6	0
Esophagus - Mucosa	male_med	DGAT2L6	0
Esophagus - Muscularis	male_med	DGAT2L6	0
Heart - Atrial Appendage	male_med	DGAT2L6	0
Heart - Left Ventricle	male_med	DGAT2L6	0
Kidney - Cortex	male_med	DGAT2L6	0
Kidney - Medulla	male_med	DGAT2L6	0
Liver	male_med	DGAT2L6	0
Lung	male_med	DGAT2L6	0
Minor Salivary Gland	male_med	DGAT2L6	0.01613
Muscle - Skeletal	male_med	DGAT2L6	0
Nerve - Tibial	male_med	DGAT2L6	0.05379
Pancreas	male_med	DGAT2L6	0
Pituitary	male_med	DGAT2L6	0
Skin - Not Sun Exposed (Suprapubic)	male_med	DGAT2L6	1.017
Skin - Sun Exposed (Lower leg)	male_med	DGAT2L6	0.2205
Small Intestine - Terminal Ileum	male_med	DGAT2L6	0.025725
Spleen	male_med	DGAT2L6	0
Stomach	male_med	DGAT2L6	0
Thyroid	male_med	DGAT2L6	0.023895
Whole Blood	male_med	DGAT2L6	0
Adipose - Subcutaneous	female_med	DGAT2L6	0.02458
Adipose - Visceral (Omentum)	female_med	DGAT2L6	0
Adrenal Gland	female_med	DGAT2L6	0
Artery - Aorta	female_med	DGAT2L6	0
Artery - Coronary	female_med	DGAT2L6	0
Artery - Tibial	female_med	DGAT2L6	0
Bladder	female_med	DGAT2L6	0
Brain - Amygdala	female_med	DGAT2L6	0
Brain - Anterior cingulate cortex (BA24)	female_med	DGAT2L6	0
Brain - Caudate (basal ganglia)	female_med	DGAT2L6	0
Brain - Cerebellar Hemisphere	female_med	DGAT2L6	0
Brain - Cerebellum	female_med	DGAT2L6	0.02932
Brain - Cortex	female_med	DGAT2L6	0
Brain - Frontal Cortex (BA9)	female_med	DGAT2L6	0
Brain - Hippocampus	female_med	DGAT2L6	0
Brain - Hypothalamus	female_med	DGAT2L6	0
Brain - Nucleus accumbens (basal ganglia)	female_med	DGAT2L6	0
Brain - Putamen (basal ganglia)	female_med	DGAT2L6	0
Brain - Spinal cord (cervical c-1)	female_med	DGAT2L6	0
Brain - Substantia nigra	female_med	DGAT2L6	0
Breast - Mammary Tissue	female_med	DGAT2L6	0.031465
Cells - Cultured fibroblasts	female_med	DGAT2L6	0
Cells - EBV-transformed lymphocytes	female_med	DGAT2L6	0.25255
Colon - Sigmoid	female_med	DGAT2L6	0
Colon - Transverse	female_med	DGAT2L6	0.01608
Esophagus - Gastroesophageal Junction	female_med	DGAT2L6	0
Esophagus - Mucosa	female_med	DGAT2L6	0
Esophagus - Muscularis	female_med	DGAT2L6	0
Heart - Atrial Appendage	female_med	DGAT2L6	0
Heart - Left Ventricle	female_med	DGAT2L6	0
Kidney - Cortex	female_med	DGAT2L6	0
Kidney - Medulla	female_med	DGAT2L6	0
Liver	female_med	DGAT2L6	0
Lung	female_med	DGAT2L6	0
Minor Salivary Gland	female_med	DGAT2L6	0.0261
Muscle - Skeletal	female_med	DGAT2L6	0
Nerve - Tibial	female_med	DGAT2L6	0.056005
Pancreas	female_med	DGAT2L6	0
Pituitary	female_med	DGAT2L6	0.01652
Skin - Not Sun Exposed (Suprapubic)	female_med	DGAT2L6	0.3951
Skin - Sun Exposed (Lower leg)	female_med	DGAT2L6	0.1196
Small Intestine - Terminal Ileum	female_med	DGAT2L6	0.02118
Spleen	female_med	DGAT2L6	0
Stomach	female_med	DGAT2L6	0
Thyroid	female_med	DGAT2L6	0.02738
Whole Blood	female_med	DGAT2L6	0
Adipose - Subcutaneous	med_diff_adj	AWAT1	-1
Bladder	med_diff_adj	AWAT1	-1
Breast - Mammary Tissue	med_diff_adj	AWAT1	-0.199955516014235
Minor Salivary Gland	med_diff_adj	AWAT1	-1
Nerve - Tibial	med_diff_adj	AWAT1	0.0130253133448022
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	AWAT1	-0.422857142857143
Skin - Sun Exposed (Lower leg)	med_diff_adj	AWAT1	-0.351646248085758
Adipose - Subcutaneous	male_med	AWAT1	0.02231
Adipose - Visceral (Omentum)	male_med	AWAT1	0
Adrenal Gland	male_med	AWAT1	0
Artery - Aorta	male_med	AWAT1	0
Artery - Coronary	male_med	AWAT1	0
Artery - Tibial	male_med	AWAT1	0
Bladder	male_med	AWAT1	0.026795
Brain - Amygdala	male_med	AWAT1	0
Brain - Anterior cingulate cortex (BA24)	male_med	AWAT1	0
Brain - Caudate (basal ganglia)	male_med	AWAT1	0
Brain - Cerebellar Hemisphere	male_med	AWAT1	0
Brain - Cerebellum	male_med	AWAT1	0
Brain - Cortex	male_med	AWAT1	0
Brain - Frontal Cortex (BA9)	male_med	AWAT1	0
Brain - Hippocampus	male_med	AWAT1	0
Brain - Hypothalamus	male_med	AWAT1	0
Brain - Nucleus accumbens (basal ganglia)	male_med	AWAT1	0
Brain - Putamen (basal ganglia)	male_med	AWAT1	0
Brain - Spinal cord (cervical c-1)	male_med	AWAT1	0
Brain - Substantia nigra	male_med	AWAT1	0
Breast - Mammary Tissue	male_med	AWAT1	0.02248
Cells - Cultured fibroblasts	male_med	AWAT1	0
Cells - EBV-transformed lymphocytes	male_med	AWAT1	0
Colon - Sigmoid	male_med	AWAT1	0
Colon - Transverse	male_med	AWAT1	0
Esophagus - Gastroesophageal Junction	male_med	AWAT1	0
Esophagus - Mucosa	male_med	AWAT1	0
Esophagus - Muscularis	male_med	AWAT1	0
Heart - Atrial Appendage	male_med	AWAT1	0
Heart - Left Ventricle	male_med	AWAT1	0
Kidney - Cortex	male_med	AWAT1	0
Kidney - Medulla	male_med	AWAT1	0
Liver	male_med	AWAT1	0
Lung	male_med	AWAT1	0
Minor Salivary Gland	male_med	AWAT1	0.02151
Muscle - Skeletal	male_med	AWAT1	0
Nerve - Tibial	male_med	AWAT1	0.04069
Pancreas	male_med	AWAT1	0
Pituitary	male_med	AWAT1	0
Skin - Not Sun Exposed (Suprapubic)	male_med	AWAT1	0.3325
Skin - Sun Exposed (Lower leg)	male_med	AWAT1	0.1306
Small Intestine - Terminal Ileum	male_med	AWAT1	0
Spleen	male_med	AWAT1	0
Stomach	male_med	AWAT1	0
Thyroid	male_med	AWAT1	0
Whole Blood	male_med	AWAT1	0
Adipose - Subcutaneous	female_med	AWAT1	0
Adipose - Visceral (Omentum)	female_med	AWAT1	0
Adrenal Gland	female_med	AWAT1	0
Artery - Aorta	female_med	AWAT1	0
Artery - Coronary	female_med	AWAT1	0
Artery - Tibial	female_med	AWAT1	0
Bladder	female_med	AWAT1	0
Brain - Amygdala	female_med	AWAT1	0
Brain - Anterior cingulate cortex (BA24)	female_med	AWAT1	0
Brain - Caudate (basal ganglia)	female_med	AWAT1	0
Brain - Cerebellar Hemisphere	female_med	AWAT1	0
Brain - Cerebellum	female_med	AWAT1	0
Brain - Cortex	female_med	AWAT1	0
Brain - Frontal Cortex (BA9)	female_med	AWAT1	0
Brain - Hippocampus	female_med	AWAT1	0
Brain - Hypothalamus	female_med	AWAT1	0
Brain - Nucleus accumbens (basal ganglia)	female_med	AWAT1	0
Brain - Putamen (basal ganglia)	female_med	AWAT1	0
Brain - Spinal cord (cervical c-1)	female_med	AWAT1	0
Brain - Substantia nigra	female_med	AWAT1	0
Breast - Mammary Tissue	female_med	AWAT1	0.017985
Cells - Cultured fibroblasts	female_med	AWAT1	0
Cells - EBV-transformed lymphocytes	female_med	AWAT1	0
Colon - Sigmoid	female_med	AWAT1	0
Colon - Transverse	female_med	AWAT1	0
Esophagus - Gastroesophageal Junction	female_med	AWAT1	0
Esophagus - Mucosa	female_med	AWAT1	0
Esophagus - Muscularis	female_med	AWAT1	0
Heart - Atrial Appendage	female_med	AWAT1	0
Heart - Left Ventricle	female_med	AWAT1	0
Kidney - Cortex	female_med	AWAT1	0
Kidney - Medulla	female_med	AWAT1	0.03005
Liver	female_med	AWAT1	0
Lung	female_med	AWAT1	0
Minor Salivary Gland	female_med	AWAT1	0
Muscle - Skeletal	female_med	AWAT1	0
Nerve - Tibial	female_med	AWAT1	0.04122
Pancreas	female_med	AWAT1	0
Pituitary	female_med	AWAT1	0
Skin - Not Sun Exposed (Suprapubic)	female_med	AWAT1	0.1919
Skin - Sun Exposed (Lower leg)	female_med	AWAT1	0.084675
Small Intestine - Terminal Ileum	female_med	AWAT1	0
Spleen	female_med	AWAT1	0
Stomach	female_med	AWAT1	0
Thyroid	female_med	AWAT1	0
Whole Blood	female_med	AWAT1	0
Adipose - Subcutaneous	med_diff_adj	P2RY4	-0.0210084033613446
Adipose - Visceral (Omentum)	med_diff_adj	P2RY4	0.0262368815592204
Adrenal Gland	med_diff_adj	P2RY4	0.259133389974511
Artery - Aorta	med_diff_adj	P2RY4	-0.0538079470198676
Artery - Coronary	med_diff_adj	P2RY4	-0.0628453038674033
Artery - Tibial	med_diff_adj	P2RY4	-0.00186741363211957
Bladder	med_diff_adj	P2RY4	-0.298212308179086
Brain - Caudate (basal ganglia)	med_diff_adj	P2RY4	0.417721518987342
Brain - Cerebellar Hemisphere	med_diff_adj	P2RY4	0.345143047238856
Brain - Cerebellum	med_diff_adj	P2RY4	-0.138000809388911
Brain - Cortex	med_diff_adj	P2RY4	-0.168905635648755
Brain - Hippocampus	med_diff_adj	P2RY4	-0.293931398416887
Brain - Hypothalamus	med_diff_adj	P2RY4	-0.633087557603687
Brain - Putamen (basal ganglia)	med_diff_adj	P2RY4	-1
Brain - Spinal cord (cervical c-1)	med_diff_adj	P2RY4	-0.217345459338342
Brain - Substantia nigra	med_diff_adj	P2RY4	0.43695652173913
Breast - Mammary Tissue	med_diff_adj	P2RY4	0.447822514379622
Cells - Cultured fibroblasts	med_diff_adj	P2RY4	-0.0548497680984069
Cells - EBV-transformed lymphocytes	med_diff_adj	P2RY4	-0.141309953584322
Colon - Sigmoid	med_diff_adj	P2RY4	0.105148658448151
Colon - Transverse	med_diff_adj	P2RY4	0.157719239746582
Esophagus - Gastroesophageal Junction	med_diff_adj	P2RY4	-0.0559827006246996
Esophagus - Mucosa	med_diff_adj	P2RY4	0.147816750178955
Esophagus - Muscularis	med_diff_adj	P2RY4	0.064549713690786
Heart - Atrial Appendage	med_diff_adj	P2RY4	0.0291547180117438
Heart - Left Ventricle	med_diff_adj	P2RY4	0.174656386188401
Kidney - Cortex	med_diff_adj	P2RY4	0.337110064743967
Kidney - Medulla	med_diff_adj	P2RY4	-1
Liver	med_diff_adj	P2RY4	0.347973930291867
Lung	med_diff_adj	P2RY4	0.0364700585321927
Minor Salivary Gland	med_diff_adj	P2RY4	-0.068141367912535
Muscle - Skeletal	med_diff_adj	P2RY4	0.0158146691742177
Nerve - Tibial	med_diff_adj	P2RY4	-0.0328719723183391
Pancreas	med_diff_adj	P2RY4	0.364185110663984
Pituitary	med_diff_adj	P2RY4	-0.102286401925391
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	P2RY4	0.0757946210268948
Skin - Sun Exposed (Lower leg)	med_diff_adj	P2RY4	-0.061433447098976
Small Intestine - Terminal Ileum	med_diff_adj	P2RY4	0.224863819172224
Spleen	med_diff_adj	P2RY4	0.175962576466355
Stomach	med_diff_adj	P2RY4	0.00937500000000012
Thyroid	med_diff_adj	P2RY4	-0.0136301112917344
Adipose - Subcutaneous	male_med	P2RY4	0.2618
Adipose - Visceral (Omentum)	male_med	P2RY4	0.1334
Adrenal Gland	male_med	P2RY4	0.1177
Artery - Aorta	male_med	P2RY4	0.2416
Artery - Coronary	male_med	P2RY4	0.2172
Artery - Tibial	male_med	P2RY4	0.2142
Bladder	male_med	P2RY4	0.31605
Brain - Amygdala	male_med	P2RY4	0
Brain - Anterior cingulate cortex (BA24)	male_med	P2RY4	0
Brain - Caudate (basal ganglia)	male_med	P2RY4	0.01817
Brain - Cerebellar Hemisphere	male_med	P2RY4	0.03006
Brain - Cerebellum	male_med	P2RY4	0.061775
Brain - Cortex	male_med	P2RY4	0.03052
Brain - Frontal Cortex (BA9)	male_med	P2RY4	0
Brain - Hippocampus	male_med	P2RY4	0.01895
Brain - Hypothalamus	male_med	P2RY4	0.0217
Brain - Nucleus accumbens (basal ganglia)	male_med	P2RY4	0
Brain - Putamen (basal ganglia)	male_med	P2RY4	0.009833
Brain - Spinal cord (cervical c-1)	male_med	P2RY4	0.037935
Brain - Substantia nigra	male_med	P2RY4	0.0184
Breast - Mammary Tissue	male_med	P2RY4	0.2434
Cells - Cultured fibroblasts	male_med	P2RY4	0.24795
Cells - EBV-transformed lymphocytes	male_med	P2RY4	0.29085
Colon - Sigmoid	male_med	P2RY4	0.20685
Colon - Transverse	male_med	P2RY4	0.2999
Esophagus - Gastroesophageal Junction	male_med	P2RY4	0.2081
Esophagus - Mucosa	male_med	P2RY4	0.1397
Esophagus - Muscularis	male_med	P2RY4	0.1921
Heart - Atrial Appendage	male_med	P2RY4	0.07323
Heart - Left Ventricle	male_med	P2RY4	0.044745
Kidney - Cortex	male_med	P2RY4	0.06796
Kidney - Medulla	male_med	P2RY4	0.1298
Liver	male_med	P2RY4	0.03529
Lung	male_med	P2RY4	0.2221
Minor Salivary Gland	male_med	P2RY4	0.3933
Muscle - Skeletal	male_med	P2RY4	0.05849
Nerve - Tibial	male_med	P2RY4	0.4624
Pancreas	male_med	P2RY4	0.07455
Pituitary	male_med	P2RY4	0.1662
Skin - Not Sun Exposed (Suprapubic)	male_med	P2RY4	1.227
Skin - Sun Exposed (Lower leg)	male_med	P2RY4	1.172
Small Intestine - Terminal Ileum	male_med	P2RY4	0.98215
Spleen	male_med	P2RY4	0.13895
Stomach	male_med	P2RY4	0.144
Thyroid	male_med	P2RY4	0.39985
Whole Blood	male_med	P2RY4	0
Adipose - Subcutaneous	female_med	P2RY4	0.2563
Adipose - Visceral (Omentum)	female_med	P2RY4	0.1369
Adrenal Gland	female_med	P2RY4	0.1482
Artery - Aorta	female_med	P2RY4	0.2286
Artery - Coronary	female_med	P2RY4	0.20355
Artery - Tibial	female_med	P2RY4	0.2138
Bladder	female_med	P2RY4	0.2218
Brain - Amygdala	female_med	P2RY4	0.02051
Brain - Anterior cingulate cortex (BA24)	female_med	P2RY4	0
Brain - Caudate (basal ganglia)	female_med	P2RY4	0.02576
Brain - Cerebellar Hemisphere	female_med	P2RY4	0.040435
Brain - Cerebellum	female_med	P2RY4	0.05325
Brain - Cortex	female_med	P2RY4	0.025365
Brain - Frontal Cortex (BA9)	female_med	P2RY4	0.017605
Brain - Hippocampus	female_med	P2RY4	0.01338
Brain - Hypothalamus	female_med	P2RY4	0.007962
Brain - Nucleus accumbens (basal ganglia)	female_med	P2RY4	0.00649
Brain - Putamen (basal ganglia)	female_med	P2RY4	0
Brain - Spinal cord (cervical c-1)	female_med	P2RY4	0.02969
Brain - Substantia nigra	female_med	P2RY4	0.02644
Breast - Mammary Tissue	female_med	P2RY4	0.3524
Cells - Cultured fibroblasts	female_med	P2RY4	0.23435
Cells - EBV-transformed lymphocytes	female_med	P2RY4	0.24975
Colon - Sigmoid	female_med	P2RY4	0.2286
Colon - Transverse	female_med	P2RY4	0.3472
Esophagus - Gastroesophageal Junction	female_med	P2RY4	0.19645
Esophagus - Mucosa	female_med	P2RY4	0.16035
Esophagus - Muscularis	female_med	P2RY4	0.2045
Heart - Atrial Appendage	female_med	P2RY4	0.075365
Heart - Left Ventricle	female_med	P2RY4	0.05256
Kidney - Cortex	female_med	P2RY4	0.09087
Kidney - Medulla	female_med	P2RY4	0
Liver	female_med	P2RY4	0.04757
Lung	female_med	P2RY4	0.2302
Minor Salivary Gland	female_med	P2RY4	0.3665
Muscle - Skeletal	female_med	P2RY4	0.059415
Nerve - Tibial	female_med	P2RY4	0.4472
Pancreas	female_med	P2RY4	0.1017
Pituitary	female_med	P2RY4	0.1492
Skin - Not Sun Exposed (Suprapubic)	female_med	P2RY4	1.32
Skin - Sun Exposed (Lower leg)	female_med	P2RY4	1.1
Small Intestine - Terminal Ileum	female_med	P2RY4	1.203
Spleen	female_med	P2RY4	0.1634
Stomach	female_med	P2RY4	0.14535
Thyroid	female_med	P2RY4	0.3944
Whole Blood	female_med	P2RY4	0
Adipose - Subcutaneous	med_diff_adj	ARR3	-0.0031007751937984
Adipose - Visceral (Omentum)	med_diff_adj	ARR3	-0.126141953619115
Adrenal Gland	med_diff_adj	ARR3	-0.210182119205298
Artery - Aorta	med_diff_adj	ARR3	-0.16743119266055
Artery - Coronary	med_diff_adj	ARR3	0.156669650850493
Artery - Tibial	med_diff_adj	ARR3	-0.0668119099491647
Bladder	med_diff_adj	ARR3	0.354243542435424
Brain - Amygdala	med_diff_adj	ARR3	0.19279176201373
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	ARR3	0.606651662915729
Brain - Caudate (basal ganglia)	med_diff_adj	ARR3	0.102669404517454
Brain - Cerebellar Hemisphere	med_diff_adj	ARR3	-0.0119794637763833
Brain - Cerebellum	med_diff_adj	ARR3	0.232814965066486
Brain - Cortex	med_diff_adj	ARR3	0.0939291297550807
Brain - Frontal Cortex (BA9)	med_diff_adj	ARR3	-0.222775175644028
Brain - Hippocampus	med_diff_adj	ARR3	0.362116040955631
Brain - Hypothalamus	med_diff_adj	ARR3	-0.126110124333925
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ARR3	-0.235780615206036
Brain - Putamen (basal ganglia)	med_diff_adj	ARR3	-0.0666049953746532
Brain - Spinal cord (cervical c-1)	med_diff_adj	ARR3	-0.264373992477163
Brain - Substantia nigra	med_diff_adj	ARR3	0.428068803752932
Breast - Mammary Tissue	med_diff_adj	ARR3	0.100731707317073
Cells - Cultured fibroblasts	med_diff_adj	ARR3	0.0207612456747407
Cells - EBV-transformed lymphocytes	med_diff_adj	ARR3	-0.0584088620342397
Colon - Sigmoid	med_diff_adj	ARR3	-0.0128723795513056
Colon - Transverse	med_diff_adj	ARR3	-0.0454901960784314
Esophagus - Gastroesophageal Junction	med_diff_adj	ARR3	-0.195929768555467
Esophagus - Mucosa	med_diff_adj	ARR3	0.0596723868954757
Esophagus - Muscularis	med_diff_adj	ARR3	-0.0842844600526778
Heart - Atrial Appendage	med_diff_adj	ARR3	-0.053296266878475
Heart - Left Ventricle	med_diff_adj	ARR3	0.00380981408107285
